Summary,Text
Fantástico pero caro,"Puede usarse para hacer galletas, ¡incluso sin huevo! Acabo de usar la mezcla, suficiente salsa de manzana para hacer una masa, un poco de mantequilla de coco y agregué vainilla y canela y horneé. resultaron suaves y deliciosas galletas con solo 5 minutos desde la caja hasta el horno. Sin embargo, incluso wallmart lleva esto por aproximadamente un dólar por caja menos que aquí."
producto excelente,Este es realmente un gran producto. Funciona y sabe igual que el producto con gluten. Nuestro hijo es celíaco y hemos probado muchos productos. Calificamos esta marca &quot;cruzada&quot; como una de las mejores.
Grandes panqueques!,"Recientemente me sugirieron que tratara de estar libre de gluten para combatir un trastorno tiroideo autoinmune. Compré el Bisquick sin gluten con la esperanza de que los panqueques fueran al menos comestibles. ¡El Bisquick ha superado con creces mis expectativas! ¡Los panqueques son ligeros, esponjosos y deliciosos! ¡Definitivamente recomiendo este producto!"
Panqueques Bisquick sin gluten,"Estaba tan emocionado cuando Bisquick lanzó la versión sin gluten, pero me sentí frustrado con el tiempo que me tomó conseguir algunos. Finalmente ordené algunos a través de Amazon, y hoy hice panqueques usando la mezcla. Debido a una alergia a la leche, los hice con leche de soya (el &#39;sabor&#39; original) y agregué un poco de vainilla de doble concentración. Eran fantásticos y mi familia y mis invitados se los tragaron. Definitivamente los haré nuevamente y probaré algunas de las otras recetas. <a href=""http://www.amazon.com/gp/product/B004391DK0"">Bisquick Pancake and Baking Mix, sin gluten, cajas de 16 onzas (paquete de 3)</a>"
¡Ámame un poco de bisquick sin gluten!,"Acabamos de comprar esto el otro día porque durante aproximadamente 2 años hemos descubierto que las galletas son un artículo muy duro sin trigo / gluten para hacer ... ¡ME ENCANTA! ¡Incluso fui más allá y puse agujeros en el medio de la masa de galletas, los aplasté un poco y luego los fríte en un poco de aceite, espolvoreados con azúcar y DONUTS! ¡Mi hijo de 3 años siente que está recibiendo un regalo!"
Los mejores panqueques GF,"No arenoso como muchas mezclas de GF. Preparo toda la caja de una vez y las guardo en el refrigerador, las meto en el horno tostador por la mañana."
"Azucar, azucar, azucar","El segundo ingrediente es el AZÚCAR! ¿Necesito decir mas? Haga su propia mezcla de bisquit, ¡es súper fácil!"
Simplemente no sabe tan bien.,"Hice panqueques y galletas con esta mezcla y los encontré mediocres en el mejor de los casos. Realmente intenté que me gustara este producto, pero el sabor está muy lejos, para mí. Quería un descanso de hacer cosas desde cero, pero esto simplemente no valía la pena."
Panqueques Bummer-Blah,"Me quedé sin la mezcla de Pamela y compré esto en una tienda de comestibles porque era todo lo que tenían. Seguí la receta de panqueques en la parte de atrás. Como una persona con celiaquía que ha intentado muchas cosas, supe que cuando vi la fina y cristalina mezcla no iba a ser buena. La masa es pastosa. Los panqueques eran demasiado densos y ligeramente apagados. El producto final fue bastante soso. Estarás mucho mejor con la mezcla de Pamela. Pamela&#39;s se puede servir a un comedor de gluten; No puedo decir lo mismo de este producto."
Arenoso - sin razón,"La harina de arroz que contiene es un crudo grano arenoso (¿barato?). Si alguna vez usó harina de arroz <a href=""http://www.amazon.com/gp/product/B000EYC096"">tailandés Harina de arroz tailandés - 16 oz</a> , sabrá que la harina de arroz no necesita ser tan desagradable. <br /><br /> Traté de compensar la arena usando Bisquick Gluten Free para hacer pasteles de Johnny ya que la harina de maíz es algo arenosa. Pero tristemente, después de masticar, todavía te queda esta arena desagradable como arena fina en la boca."
NO ME IMPRESIONÓ,Hice los gofres y no me impresionó. <br /> Definitivamente no vale la pena el gasto! <br /><br /> Su única calidad es que lo sazoné con chuletas de cerdo fritas al horno de pan. <br /> Preferiría haber ahorrado mi dinero y hacer una mezcla de harina desde cero.
Indigestión,"Pensé que había muerto e ido al cielo cuando hice la receta de bisquit. ¡Estaba equivocado! Fui a la indigestión el infierno. Tenía muchas esperanzas para este producto. Realmente me encantó la mezcla, pero no a mí. No he tenido indigestión desde que dejé el gluten hasta que comí un bisquit de esta mezcla. Mejor suerte en hacerlo bien bisquick."
Panqueques muy decepcionantes,"Primero diré que solo he intentado hacer panqueques con GF Bisquick. Sin embargo, la experiencia de mi familia con estos panqueques fue muy decepcionante y no probaré ninguna otra receta. Probé GF Brownies de Betty Crocker y me encantó, así que cuando decidí gastar un poco más y probar GF Bisquick, el resultado me decepcionó mucho. Ni siquiera pudimos terminarlos, simplemente los tiramos. Si puede tolerar los frutos secos y los productos lácteos, le recomiendo probar la mezcla para panqueques de Pamela. De lo contrario, si está buscando excelentes panqueques GF, busque en otro lado: en nuestra opinión, GF Bisquick no merece la pena."
Harina de arroz blanco o integral? ¡Importa a lo grande!,"Me gustaría que algunas de estas compañías dijeran si el arroz es blanco o integral. Me esfuerzo mucho solo por comer la versión de grano entero de cualquier grano, ya que son más densos en nutrientes (más glucémico más bajo). Todavía no lo he probado, pero si estuviera en la lista como harina de arroz integral, lo habría puesto en mi carrito."
No es un fan,"Mi preferencia personal es mantenerme alejado de esto. No me gustó el olor ni el sabor. Intenté hacer masa de pizza por primera vez. En mi segundo intento salió mejor, pero no me gustó su sabor. Si al menos me gustara el sabor, volvería a comprar y adelgazaría mi corteza."
Los buenos panqueques no necesitan jarabe ... ¡Estos necesitan jarabe!,"Compré estos para panqueques, y no los he usado para hacer otras recetas, por lo que no puedo hablar sobre cómo se hacen galletas o cualquier otro artículo. Pero para los panqueques, es un no-go. Tienen un toque de sabor a panqueque con mucha mantequilla y jarabe; pero no me gusta alisar mis panqueques en jarabe de engorde, por lo que estos panqueques NO son para mí. Pasando a otras mezclas ..."
Gran mezcla versátil sin gluten,"La única queja que tengo sobre el producto es el precio y desearía que también fuera orgánico. Aparte de eso, es una mezcla genial y versátil. Lo he usado para panqueques y tarta de cerezas:)."
$ 26 es demasiado ...,"En caso de que no lo sepa, estos son alrededor de $ 4 por caja en la tienda, por lo que no vale más que $ 12 por un paquete de 3. Sin embargo, este es un gran producto (para eso son las 4 estrellas). Los panqueques y la masa de pizza son geniales, los hago todo el tiempo."
GF Bisquick,¡Este producto es muy útil para administrar una dieta sin gluten! El incedido. price @ Amazon .com hace que todo sea una gran compra.
podría ser un salvavidas!,"En el verano, mi médico sospechaba que tenía sensibilidad al gluten. Ella quería que comenzara a hacer cambios en los alimentos envasados y pensar en eliminar el gluten. Después de unos meses malos, investigué un poco y encontré este bisquick. Hasta ahora solo he hecho una cosa, galletas de ajo y queso. Estaban muy sabrosos y no tenían una textura o sabor extraño. Tenían una textura más esponjosa que un bizcocho desmenuzado, pero yo estaba reduciendo a la mitad la receta, así que tal vez por eso. Mordisqueé una galleta horas fuera del horno y todavía estaba tan suave y sabrosa. No puedo esperar para probar panqueques y pastel de café. ¡El único inconveniente es lo pequeña que es la caja por el precio! ¡Limitaré el uso a una vez por semana más o menos para un regalo!"
Maravilloso,¡Esta es una de las mejores mezclas SIN GLUTEN del mercado! Hace panqueques esponjosos y pan de maíz ligero. ¡También es un gran precio! ¡He tenido diferentes mezclas en el mercado en todos los rangos de precios y este es el mejor!
snickerdoodles,Utilicé la mezcla Bisquick Pancake y Baking GF para hacer galletas snickerdoodle. Fueron muy buenos y se mantuvieron frescos por algún tiempo. Gracias por ofrecer esta mezcla.
Muy buen producto pero no tan bueno como Bisquik &quot;real&quot;,"Compré esto mientras estaba fuera de la ciudad. Lo usamos un par de veces, pero nunca para galletas. Hice panqueques y estaban bastante bien. Siempre use leche y mantequilla. <br /><br /> Son un poco pesados y tienen un ligero sentido viscosa, pero son significativamente mejores que muchas cosas por ahí. También lo usé para espesar un poco de salsa y fue fabuloso para eso. Lo usé para empanar para nuggets de pollo también y fue bueno. Me gustaría probar esto nuevamente para panqueques, y hacer algunas galletas antes de tomar una decisión final al respecto."
¡Mejores mezclas por ahí!,"Cuando vi los ingredientes en esta caja supe que sería una decepción. Sería mucho mejor y bastante fácil hacer tu propia mezcla. Además, hay muchas otras mezclas de calidad como Pamela&#39;s y Bob&#39;s Red Mill. Esto será una gran decepción para usted, así que no desperdicie su dinero."
Decepcionado: esto no contiene gluten PERO NO está libre de lácteos,"Al leer otras reseñas, me entusiasmó probar esta mezcla, ya que parecía estar libre de gluten / lácteos. Técnicamente, la mezcla seca es GF / DF, pero la receta básica de panqueques requiere huevos y leche. Técnicamente puedo usar mis propios sustitutos de huevo y leche, pero ya podría hacerlo con tantas otras mezclas. He descubierto que las mezclas que solicitan huevos y / o leche realmente son mejores con los originales, no los sustitutos. Las mejores mezclas de GF / DF ya incluyen un sustituto, por lo que las instrucciones solo requieren agua y / o aceite u otros ingredientes no lácteos. En este caso, volveré a mis antiguas mezclas favoritas con &quot;The cravings place&quot;, que están realmente dirigidas a un estilo de vida GF + DF. Dicho esto, si no eres DF, entonces esta es una buena opción. Hubiera sido mejor tener una impresión / imagen de la parte posterior del paquete para ver más claramente que esta no es una gran opción de DF."
Estos son asquerosos,"Estos panqueques son asquerosos ... son pálidos y no saben a panqueques. Los compré en base a las reseñas porque los panqueques de Maple Grove Farms estaban agotados esa semana. Esperaba mucho más de Bisquick. Quiero decir, cuando estos panqueques están completamente cocidos, parecen obleas pálidas de crema de trigo. Si los dejas un poco más de tiempo para obtener algo de color, simplemente se endurecen y saben peor. Odio desperdiciar la comida, así que me obligué a terminar las 3 cajas ... pero no creo que las vuelva a comprar, incluso si mis otras están agotadas. La única razón por la que le di estas 2 estrellas es porque no contienen gluten. Aparte de eso, son horribles ... ¡Estoy tan contento de haber recuperado mis Maple Groves esta semana y de que estén fuera de mi despensa!"
Yuck,"Fue horrible. Ver esto en mi sartén me enfermó ... huele a PATATA duh almidón de patata) ... no se doraría. Mi hijo se rió todo el tiempo ... como me quejé porque tenía mucha hambre y pensé que podría tener una sesión de panqueques a altas horas de la noche. Totalmente no es el caso. Sí, soy un novato de la novia ... ¡Tiré la caja!"
adelante y come aluminio,Basura tóxica pura. Come veneno si quieres. Metales tóxicos. Anímate y compra esta basura y aliméntate con veneno. Mira todas las calificaciones altas. Aparentemente a la gente le encanta comer metales tóxicos. ¿No dañino? ¿Comerías fosfato de sodio y mercurio? Disfruta tus metales.
Bisquick no libre de aluminio,Una gran idea que se queda corta. Bisquick sin gluten todavía utiliza un polvo de hornear a base de aluminio que es tóxico para los humanos. El aluminio se aloja en nuestros cuerpos y se ha encontrado en cantidades inaceptables en individuos autistas. La empresa se niega a responder a las consultas de los clientes sobre esto. No puedo darle esto a mi familia hasta que se haya cambiado la fórmula del polvo de hornear.
Una decepción...,"De hecho, me encantó encontrar este producto, y a mi familia y a mí nos encantaron las recetas hechas con él. Sin embargo, tiene azúcar como segundo ingrediente Y peor aún, tiene aluminio. ¿Por qué debería alimentar intencionalmente a mi familia con algo neurotóxico cuando intento evitar el gluten para mantenerme saludable? Desearía que aquellas compañías que se suban al tren de GF mantengan la salud en la ecuación. Las deposiciones de mis hijos tampoco contienen gluten, pero no se las serviría en el desayuno. Sólo digo..."
Uno de los mejores,"Nuestra familia ha probado casi todas las mezclas de panqueques sin gluten del mercado. ¡Bisquick es uno de los mejores! Dos miembros de nuestra familia tienen enfermedad celíaca y tres de nosotros no, pero a todos nos encanta esta mezcla para nuestra tradición de panqueques del sábado por la mañana. La única otra mezcla de panqueques sin gluten que nos gusta aún más es: <a href=""http://www.amazon.com/gp/product/B005XP3R4I"">Nuffins Gluten Free Pancake Mix - Case of 6</a> No siempre está disponible en Amazon, pero cuando lo hacemos, tratamos de abastecernos. ¡Vale la pena probar Nuffins! Sus otros productos también son geniales. De lo contrario, es Bisquick o Pamelas para nuestra familia. <br /><br /> La única &quot;estafa&quot; que se me ocurre es el precio. A $ 5.00 + por libra, esta mezcla es costosa. Si está de acuerdo, marque esta reseña como útil. Tal vez la buena gente de Betty Crocker se dará cuenta."
Casi tan bueno como no GF!,"Compré esto por capricho porque ansiaba tarta de fresa ... ¡guau! Las galletas pueden ser un poco desmenuzables, pero la textura no es objetable. El sabor fue genial! Lo uso para galletas dulces y regulares. <br /><br /> También usamos esto para panqueques, y son casi indistinguibles de los panqueques normales. Agrego vainilla, un toque de azúcar moreno y canela como regalo. Ñam! <br /><br /> Consejo: descubrí que la mayoría de los productos de &quot;pan&quot; sin gluten funcionan mejor si dejas reposar la masa durante unos 15 minutos después de mezclar los ingredientes secos y húmedos. Parece activar la masa, lo que hace que el material resultante sea más liviano y más húmedo."
¡Me gusta esto!,"Amo esta mezcla Mi favorito de todos los que he probado. La única razón por la que lo destaqué en 3 es porque esto no es un trato. Puedo obtener 3 cajas en Walmart por menos de 12 dólares, pero he oído hablar de algunos lugares en serio sobre el precio en otros estados, así que YMMV."
QUIÉRALO,"¡He usado Bisquick para siempre y ahora que tengo celíacos, uso el Bisquick GF y me encanta! Hay poca o ninguna diferencia entre los dos. He hecho galletas, pastel de marihuana y panqueques, y todos son increíbles. Creo que la mayoría de las otras marcas tienen un sabor posterior y Bisquick no. Incluso a mi hija que no tiene problemas con el gluten le encanta y piensa que es mejor que Bisquick normal y solo tiene 5. Compraré este producto todo el tiempo es mi mezcla para hornear # 1 :)"
una estafa total,"Estoy completamente disgustado con Betty Crocker por este producto (Bisquick sin gluten), lo cual es una pena, porque los aplaudo por sus excelentes mezclas para pasteles, galletas y brownie. <br /><br /> No estoy molesto con ellos por haber sacado una mezcla para hornear sin gluten, sino por: <br /><br /> # 1) comercializarlo como si fuera un equivalente a Bisquick y <br /> # 2) por ponerle un precio tan ridículamente alto. <br /><br /> Ingredientes para Bisquick regular: harina enriquecida, soja parcialmente hidrogenada y / o aceite de semilla de algodón, levadura, dextrosa, sal. <br /><br /> Ingredientes para Bisquick sin gluten: harina de arroz, azúcar, levadura (bicarbonato de sodio, fosfato de aluminio y sodio, fosfato monocálcico), almidón de patata modificado, sal, goma de xantano <br /><br /> ¿Notas algo que falta en los ingredientes de Bisquick sin gluten? Sí, es cierto, no hay acortamiento (o aceite). <br /><br /> Ese era el objetivo del Bisquick original: una mezcla para hornear que YA TENÍA MEZCLADO EL ACORTAMIENTO. Eso evita el paso más largo y desordenado de hornear cosas como galletas Es por eso que las personas compran mezclas para hornear, para esa conveniencia específica. <br /><br /> Betty Crocker ha decidido dejar de lado la manteca (o aceite) por completo, a pesar de que la manteca (o aceite) siempre está naturalmente libre de gluten. Así que no pueden fingir que es un factor de seguridad para celíacos. Es un ahorro de costos para ellos, puro y simple. <br /><br /> Aquí está el desglose de lo que está pagando $ 5 por libra: <br /> harina de arroz (99 centavos por libra en mi tienda asiática local), <br /> azúcar ($ 2.88 por una bolsa de 5 libras en Walmart), <br /> almidón de patata (también 99 centavos por libra en la tienda asiática), <br /> polvo de hornear ($ 3.19 la libra en Emergency Essentials), <br /> sal ($ 2 por 26 onzas de Morton&#39;s), <br /> goma de xantano ($ 10.45 por 4 onzas en Amazon). <br /><br /> Sí, la goma de xantano es cara, pero se necesita muy, muy poco; una caja de 16 onzas de Bisquick sin gluten contendría aproximadamente una cucharadita de goma de xantano, quizás 20 centavos de goma de xantano. <br /><br /> Betty Crocker está cobrando más de 5 veces lo que le costaría hacer su &quot;mezcla&quot; en casa, al tiempo que elimina el mayor factor de conveniencia (y el costo para ellos, pero no para usted) de su mezcla para hornear regular. <br /><br /> No me importa que obtengan una ganancia justa, especialmente si el producto realmente ERA el equivalente de Bisquick regular. Pero nos están desgarrando y están engañando sobre el producto. <br /><br /> ¡HAGA SU PROPIO, FÁCILMENTE Y POR MENOS DEL 20% DE LO QUE CARGAN! <br /><br /> Como no hay aceite en Bisquick sin gluten, puede remover fácilmente un equivalente, hacer 5 libras (o más) a la vez, con muy poco esfuerzo, y se mantendrá durante varios meses. <br /><br /> O, si desea un sustituto REAL de Bisquick, betterbatter.org tiene una receta en el sitio para un sustituto de taza por taza de Bisquick que SÍ use manteca y leche en polvo sin grasa. O puede usar suero de leche en polvo, o incluso el polvo sin lácteos de Vance. Hace 10 tazas a la vez, se almacena bien, y no tiene que usar su harina sin gluten; puede usar cualquier reemplazo de harina sin gluten que desee (como la harina de arroz y el almidón de papa de su tienda asiática local, mezclado con una cantidad adecuada de goma de xantano, aproximadamente 1/2 cucharadita por cada dos tazas). <br /><br /> Para encontrar la receta, haga una búsqueda en Google de &quot;Betterbatter Bisquick Substitute Master Mix&quot;. <br /><br /> Abucheo con Betty Crocker."
Salvavidas,"Cuando descubrí por primera vez que mi hijo de 4 años tenía que ir sin gluten, estaba un poco preocupado por cómo lo manejaría. GF Bisquick lo ha hecho mucho más fácil. Con esta mezcla pude preparar sus comidas favoritas, como alitas de pollo, perros de maíz, pizza y chino (pollo agridulce). Los panqueques también son un gran éxito en nuestra casa. Tienen recetas rápidas y fáciles en la caja. Para los chinos, tomo la receta de su dedo de pollo y los trozos de pollo en trozos pequeños y los horneo según la receta. ¡Cocine un poco de arroz y simplemente use una salsa agridulce GF, una comida rápida, sencilla y fácil que sabe maravilloso!"
Gran sabor pero caro,"Después de haber sido puesto recientemente en un régimen sin gluten, sentí que necesitaba ayuda rápida y fácil para comenzar. Funciona muy bien, pero es demasiado caro para lo que es. Había poco más de tres tazas de bisquick en la caja. Cuando leí los ingredientes, me di cuenta de que podía mezclar rápidamente mi propia harina de pan rápida y guardarla en el refrigerador. Me alegro de haber probado este artículo porque me enseñó que podía hacerlo solo por mi cuenta y ahorrar una gran cantidad de dinero."
Genial para algunas cosas,"Esta mezcla es ideal para galletas, garabatos y nuggets de pollo caseros. Pero en nuestra casa eso es todo. Hemos estado en GFree durante 3 años y sí, tengo una reunión familiar con un esposo e hijos y hacemos MUCHAS cosas de GF para TODOS. Nos ENCANTA la mezcla para hornear de Pamela para panqueques / waffles y mollejas y su harina combina LO MEJOR MÁXIMO con pan y como sustituto de recetas de harina de trigo. Pero compraré esta mezcla (y sí, estoy de acuerdo en que es TOTALMENTE CARO) por las tres cosas que he mencionado y en un hogar GF, generalmente descubres que tener algunas mezclas diferentes para diferentes productos es lo mejor para hazlo para el mejor gusto. Ninguna harina hace lo mejor con todo."
¡ERRORES CUIDADO!,"Regularmente compro este artículo al por mayor y me encantó porque también estaba libre de lácteos. <br /> Sin embargo, mi última compra fue decepcionante, después de abrir un paquete nuevo noté una cosa negra en la mezcla, ¡cuidadosamente retirada para descubrir que era un escarabajo de harina muerto! ¡Tamicé la mezcla y encontré más ERRORES MUERTOS! <br /><br /> Esta es la segunda vez que escribo esta reseña. Amazon no publicó mi primera reseña. Gracias AMAZON <br /> No compraré este artículo nuevamente."
Entre ... Entre ... Entre !!!,"He estado libre de gluten desde 2003 y creo que esta es la mezcla GF de peor sabor que he encontrado. He descubierto que todos tienen sus propios pros y contras, pero este tiene muy poco de qué presumir. Aprecio el esfuerzo que alguien pone en un producto GF, pero no pude volver a comprarlo. Era como comer papas reconstituidas que parecen panqueques. Sin mantequilla ni salsa, solo papas deshidratadas. Lo único bueno de lo que hablar fue la textura. Era ligero y húmedo, pero tendría que alterar seriamente la receta para agregar sabor."
Bien pero caro,"He sido GF por 2 años. Utilicé este producto para galletas y me gustaron pero estaban un poco secos. En cuanto a los panqueques, prefiero otro producto. El precio es indignante. Soy soltero pero no puedo imaginar tratar de justificar este costo al hacer panqueques para una familia. Sin embargo, me encantan las mezclas de pastel Betty Crocker GF y los brownies. Todavía hago mis galletas y pollo al horno con este producto. Cada vez es más difícil encontrarlo en los estantes de las tiendas, así que la mayoría de las veces hago un pedido aquí. Tengo varios libros de cocina BC y he usado la versión GF Bisquick como sustituto del Bisquick normal. Algunos salen bien, mientras que otros no son demasiado buenos. Estoy aprendiendo a variar los ingredientes para lograr mejores resultados. Mi mejor experimento con este producto fue mi pan de maíz para rascar. Utilizo harina de maíz GF y esta mezcla para hacer un pan delicioso. gracias BC por este producto. Trabajar en el precio. Lo usaría con más frecuencia si pudiera pagarlo. Cansado de los fabricantes que tienen como rehenes a la gente de GF porque parece ser la última &quot;locura por la dieta&quot;. La gente de GF tiene que tener estos productos para vivir. <br /><br /> Ir a GF me salvó la vida y BC ahora fabrica productos para que pueda disfrutar de los productos horneados nuevamente. Hago mis propios panes usando otros productos y ahora galletas, pasteles, galletas con este y otros productos BC GF. También uso este producto cuando las recetas requieren pequeñas cantidades de harina regular. Depende de lo que estoy haciendo. <br /><br /> Mientras reviso el producto, le di 5 estrellas. Le doy el precio de 2 estrellas."
"Excelente producto, caro, no hay suficiente producto en la caja para una familia de 4","Este producto produce excelentes gofres belgas (sobresalientes) en mi plancha para gofres Waring Pro. Exceden todo lo que puedes comprar en un restaurante. ¡Verdaderamente! Sin embargo, a $ 5 por caja, el costo de los otros ingredientes que debe agregar, el tiempo de preparación y la pequeña cantidad de producto en la caja, le sugiero que busque otros productos sin gluten de Pamela&#39;s, The Gluten Free Pantry, Bob&#39;s Red Mill, o Arrowhead Mills. Es posible que vea un mejor valor por su dinero en alimentos. Por cierto, los productos Arrowhead Mills son igual de sabrosos y fáciles de preparar, pero creo que está obteniendo más productos en la bolsa. Alimentar a una familia de 4 sería, en el mejor de los casos, una basura con una sola caja de este producto. <br /><br /> Si el fabricante reempaquetara el producto con más contenido por caja y bajara el precio, le habría dado 5 estrellas. Safeway fue la primera tienda en San Francisco en ofrecer este producto y lo colocó en el centro de sus productos para hornear. Ahora, sin embargo, ha caído al nivel de estante más bajo con algunos precios vendidos por tiendas de comestibles de gama alta que se acercan a $ 6 por caja. Olvídalo a esos precios. ¡Hola, es en gran medida harina de arroz blanco ultra fina y azúcar súper fina! <br /><br /> Bisquick también se beneficiaría de un producto GF de trigo sarraceno en su inventario. Ciertamente lo compraría."
GF por favor escúchame,"¿Ahora si pudieras hacerlo también sin azúcar? Lo sé, no quiero mucho. :-) <a href=""http://www.amazon.com/gp/product/B004391DK0"">Bisquick Pancake and Baking Mix, sin gluten, cajas de 16 onzas (paquete de 3)</a>"
¡Galletas muy sabrosas!,"Ok, acabo de comprar BIsquick GF y lo primero que intenté hacer fueron los panecillos (la receta que figura en la caja). Estos no son del tipo que se despliegan y cortan, son galletas &quot;sueltas&quot;. Los resultados fueron muy sabrosos. El sabor de este bisquick GF es muy parecido al original, pero el sabor no es tan agrio como el original. Si desea un sabor similar al suero de mantequilla, deberá usar suero de leche en lugar de leche en la receta de galletas. Noté algo más que era extraño y podría ser un problema para cualquier persona nueva en la cocina; parece que la cantidad de mezcla requerida no es del todo correcta. Leí el lado de la caja y dice que hay 3 2/3 tazas de mezcla en la caja (11 porciones de 1/3 taza cada una). La receta de galletas requería 2 tazas de mezcla. Medí cucharaditas colmadas en una taza de medir y ni siquiera me queda una taza de mezcla en la bolsa ????? Sé que esta mezcla no tiene harina de trigo y tal vez ese tipo de harina mide de manera diferente, tal vez si cavara en la bolsa con una taza, habría usado menos, pero la receta salió bien. Por lo tanto, debe haber un error de imprenta en la caja. Supongo que medí correctamente porque tengo galletas que se pueden mojar en salsa, cubrir con mantequilla y mermelada, o en rodajas para hacer esos deliciosos sándwiches de desayuno de McDonald&#39;s. Siguiendo las instrucciones, tengo MUCHAS galletas. Si es soltero o solo cocina para dos; es posible que desee cortar la receta a la mitad. Todavía tendrá mucho y no pasará por la caja tan rápido. Esta mezcla me costó alrededor de $ 5.00 y no tengo suficiente para hacer otra cosa, sin comprar otra caja; lo cual haré porque estas galletas son muy, muy buenas. Aún así, si está observando su presupuesto, no se prepare más de lo que necesita. <br /><br /> Acerca de estas galletas: deliciosas, bastante doradas (porque la receta requiere huevos), y se pueden cortar con algunos bordes desmenuzables, al igual que los glúteos. Sin los huevos, probablemente no obtendrás el bonito color atractivo para los ojos. A pesar de que son galletas de goteo, aún debe cortar la manteca o la margarina. Si no tiene un cortador, deberá usar un tenedor largo. Eso es más difícil, así que si eres un celíaco que ha estado ansiando galletas; comprar un cortador Le costará tanto como una caja de esta mezcla. La receta de galletas también requiere leche, así que si quieres ese sabor agrio que recuerda al bisquick original; necesitará usar suero de leche. <br /><br /> La mezcla se compone de harina de arroz, azúcar, levadura, almidón de patata, sal y goma de xantano. Muchas mezclas y golosinas hechas con harina de arroz tienen un sabor granuloso. Bisquick ha hecho un trabajo fantástico con la harina de arroz. No es granulado en absoluto; Repito, no es granulado en absoluto. Para aquellos de ustedes nuevos en la cocina celíaca; usar un almidón como el maíz, la papa o la tapioca es normal y agrega una ligereza al producto horneado que no sería posible solo con harina de arroz. La levadura es simplemente bicarbonato de sodio o polvo y es necesaria para levantarse. El azúcar y la sal son para dar sabor y consistencia, y sí, son necesarios. En cuanto a la goma Xanthum; Es un ingrediente perfectamente natural y le da a los productos horneados aptos para celíacos un poco de elasticidad (actuando como un reemplazo para el gluten). Encontrará chicle Xanthum en casi todas las golosinas horneadas hechas para personas con enfermedad celíaca. ¿Puedes hacer tu propia mezcla y gastar menos dinero? Claro, pero le resultará muy difícil encontrar harina de arroz tan finamente molida como la harina de arroz que es el ingrediente predominante y principal en esta mezcla. <br /><br /> Las otras recetas enumeradas en la caja son para panqueques, waffles, tortas de fresa, masa de pizza, alitas de pollo y pollo al horno. Puedes encontrar más recetas en su sitio web. <br /><br /> Recomiendo este producto para el gusto. Desearía que hubiera más mezcla en la caja, por el precio."
¡Lo mejor que hay!,"Me encanta esta mezcla para panqueques! <br /> Muchos productos GF tienen otros ingredientes a los que soy alérgico, por lo que encontrar algo que sepa muy bien y que sea conveniente es bastante emocionante. Luego preparo un lote de panqueques y congelo porciones individuales en el microondas. <br /> Anoche tuve la deliciosa tarta de hamburguesa con queso para cenar, las recetas se pueden encontrar en Bettycrocker.com."
Bisquick Sin Gluten,Es muy agradable poder volver a comer galletas. Solo puedo decir que necesitan hacer una caja más grande. Se nos acaba el camino rápido.
¡ME GUSTA ESTO!,"¡Me gusta esto! Es tan bueno y hace panqueques perfectos. Me encanta que también sea libre de lácteos. A mi esposo, que no tiene intolerancia al gluten como yo, también le gustan. Es difícil distinguir entre esto y la versión sin gluten. <br /><br /> ¡Me encantan las compañías que hacen versiones sin gluten de sus alimentos!"
"La mejor mezcla, ¡especialmente para waffles!","Hemos probado muchas mezclas diferentes de GF y cuando encontré esta nueva mezcla de Bisquick, decidí probarla. Hice gofres para mi familia e incluso mis hijos no podían decir que eran GF. Casi saben mejor que mi receta original de trigo. Sin textura extraña ni sabor posterior."
"Una solución fácil, pero ...","... esta mezcla tiene esa textura granulada que se encuentra con muchas mezclas sin gluten a base de arroz. La mezcla funciona bien cuando se siguen las instrucciones y es bastante versátil. <br /><br /> Usaré la mezcla que tengo, pero no estoy seguro de si será un elemento básico en mi despensa. No me encuentro buscando esto de manera regular, lo que generalmente es una señal de que esto no es un éxito en mi hogar."
Bastante bueno,"No puedo decir que las galletas hechas con esta mezcla sepan tan bien como el trigo normal. Pero dicho eso, para aquellos de nosotros que necesitamos alimentos sin gluten, tampoco está mal."
Al igual que el bisquick original,Recientemente tuve que dejar de comer gluten y me decepcionaron las harinas sin gluten y las mezclas para hornear. ¡Compré esto y es increíble! Al igual que el Bisquick original. Aunque es más barato en Walmart.
Amo este producto,"Cuando descubrí mi sensibilidad al gluten hace unos 6 meses, la mayoría de los horribles alimentos sin gluten en el mercado me consternaron. Desde entonces he encontrado algunos alimentos sustitutos que son aceptables para mí. Bisquick panqueques sin gluten y la mezcla para hornear es uno de ellos. Lo uso todos los domingos para hacer panqueques o gofres. ¡Recomiendo esta mezcla de todo corazón!"
